removed_paper_id,matched_validation_paper_id,matched_on,pdf_bytes_identical,doi,pmid,pmcid,year,journal,nih_institute_folder,validation_group,removed_verdict,validation_verdict,removed_md5,validation_md5,title
VQU2MLJH,DKMFB69S,DOI,True,10.1186/s12966-017-0637-1,29304862,PMC5756418,2018,The international journal of behavioral nutrition and physical activity,NIDDK; NINR,NCI,VERIFIED,VERIFIED,9c305277fd75a2a26cc16b7757d3f343,9c305277fd75a2a26cc16b7757d3f343,Cluster randomized controlled trial of a mobile market intervention to increase fruit and vegetable intake among adults in lower-income communities in North  Carolina.
STH5NWUN,JMLTZFI8,DOI,False,10.1016/j.jand.2018.04.010,29945851,PMC6309644,2019,Journal of the Academy of Nutrition and Dietetics,NIDDK; NINR,NCI,VERIFIED,VERIFIED,032f4c3f6ce9563831526ece46500c9b,2ab83a2ea78bd3807ade68cd32d44b7f,"A Cluster-Randomized Trial of a Mobile Produce Market Program in 12 Communities in North Carolina: Program Development, Methods, and Baseline Characteristics."
KCFTBNXD,P3KQJM4H,DOI,True,10.2196/54090,38568721,PMC11024742,2024,Journal of medical Internet research,NIDDK; NIGMS,NHLBI,VERIFIED,VERIFIED,0f7814e00405435df66291ad0557fee1,0f7814e00405435df66291ad0557fee1,Ambiguity in Statistical Analysis Methods and Nonconformity With Prespecified Commitment to Data Sharing in a Cluster Randomized Controlled Trial.
3LF3TY9W,D24FD6G2,DOI,False,10.1111/dme.13840,30343489,PMC7236318,2019,Diabetic medicine : a journal of the British Diabetic Association,NIDDK; NINDS,NHLBI,VERIFIED,VERIFIED,8a13a28a24e1d7ac8c72b5b8b9990530,6f742671644213c2581881f6cea2d35b,"Automated symptom and treatment side effect monitoring for improved quality of life among adults with diabetic peripheral neuropathy in primary care: a  pragmatic, cluster, randomized, controlled trial."
NPU43H6S,BNPVWAIY,DOI,True,10.1186/s13012-019-0949-4,31805973,PMC6896698,2019,Implementation science : IS,NIDDK; NIMH,NHLBI,VERIFIED,VERIFIED,a5ea9e19d6ecaea67ad217a0403db813,a5ea9e19d6ecaea67ad217a0403db813,The impact of basic vs. enhanced Go NAPSACC on child care centers' healthy eating and physical activity practices: protocol for a type 3 hybrid  effectiveness-implementation cluster-randomized trial.
XL7X4Q6K,TUYKW32A,DOI,False,10.1037/ccp0000786,36634022,PMC10198808,2023,Journal of consulting and clinical psychology,NIDDK; NIMH; NIMHD,NHLBI,VERIFIED,VERIFIED,0d936a3a73038574e4e8dec19fbd4301,d24e656d78ba3faa54327baa01033915,Moderators and mediators of a digital cognitive behavior therapy-guided self-help intervention for eating disorders: Informing future design efforts.
TCS56FZY,KQHQ9KMW,DOI,False,10.1001/jamapsychiatry.2019.3483,31693069,PMC6865264,2020,JAMA psychiatry,NIDDK; NIMH,NHLBI,VERIFIED,VERIFIED,40f3ef036b3988724796651c00bb4391,82133922c712d84452da5232f13ba37a,Training Models for Implementing Evidence-Based Psychological Treatment: A Cluster-Randomized Trial in College Counseling Centers.
K3SDIB4E,WZJBF75Y,DOI,True,10.1186/s43058-022-00307-0,35668517,PMC9171954,2022,Implementation science communications,NIDDK; NIGMS,NCI,VERIFIED,VERIFIED,a70dd012fb68cab324f939892e7bd4fa,a70dd012fb68cab324f939892e7bd4fa,"Implementation fidelity, attitudes, and influence: a novel approach to classifying implementer behavior."
CZXHZ5F2,HFCRYZ8E,DOI,False,10.1176/appi.ps.202000702,34189934,PMC8941627,2021,"Psychiatric services (Washington, D.C.)",NIDDK; NIMH,NHLBI,VERIFIED,VERIFIED,df9347d2c889cac85f74eb1c3499c1d7,09958f3d4ddf76c7a150802e0b1de863,Maintenance of Training Effects of Two Models for Implementing Evidence-Based Psychological Treatment.
4D7EX7WA,4RJRGIRQ,DOI,False,10.1002/pon.4828,29956391,PMC8015397,2018,Psycho-oncology,NIDDK; NIMHD,NCI,VERIFIED,VERIFIED,e5732e673787e065d187b7505b43e157,9b3eda76d8b9b98951c2f0800bce15cc,Social support and breast cancer screening in rural Appalachia.
XGJ6Z38W,VKY7UK64,DOI,False,10.1002/oby.23373,35195364,PMC9203170,2022,"Obesity (Silver Spring, Md.)",NIDDK; NIGMS,NCI,VERIFIED,VERIFIED,b91f66d91ee83db26fb40a79909b3eb1,0c4a388e113414d7fc1dbd32e0e4ef3d,A practical decision tree to support editorial adjudication of submitted parallel cluster randomized controlled trials.
3BRBKRE4,2QQAF298,DOI,True,10.1016/j.cct.2018.02.018,29501740,PMC5944351,2018,Contemporary clinical trials,NIDDK,NHLBI,VERIFIED,VERIFIED,e99d46d7ea15be5313cfe0a95bb67a36,e99d46d7ea15be5313cfe0a95bb67a36,"Workplace health and safety intervention for child care staff: Rationale, design, and baseline results from the CARE cluster randomized control trial."
VH6KS89D,TVL564PH,DOI,False,10.1016/j.ypmed.2019.105974,31899253,PMC8091030,2020,Preventive medicine,NIDDK,NHLBI,VERIFIED,VERIFIED,d2e667ab4adde6290a49a590d1bcdbaf,a1aa60b362731b3aa058850b4c196df9,Keys to healthy family child care homes: Results from a cluster randomized trial.
2QVEH4DA,CMD8N46A,DOI,True,10.1186/s13012-018-0819-5,30257695,PMC6158899,2018,Implementation science : IS,NIDDK,NCI,VERIFIED,VERIFIED,141b9770dd594f965e8a37f3d2ae1c20,141b9770dd594f965e8a37f3d2ae1c20,"Developing an evidence-based program sustainability training curriculum: a group randomized, multi-phase approach."
6AUXHCLQ,J2XGTHGE,DOI,False,10.1093/tbm/ibaa113,33231679,PMC8033596,2021,Translational behavioral medicine,NIDDK,NHLBI,VERIFIED,VERIFIED,46ecaab0e749209ba022173fa2f6f57d,f35fa12695ab094a556f4ae9437fd18d,"Evaluating a child care-based social marketing approach for improving children's diet and physical activity: results from the Healthy Me, Healthy We  cluster-randomized controlled trial."
IA8B39HJ,SFJI363E,DOI,False,10.1016/j.clnesp.2023.04.020,37344091,,2023,Clinical nutrition ESPEN,NIDDK,NHLBI,VERIFIED,VERIFIED,f9970e3ee4aa676e49bf8eeedc9472cb,d069d2f5e1991fb7f5f249cf9dfb8d48,The impact of avocado intake on anthropometric measures among Hispanic/Latino children and adolescents: A cluster randomized controlled trial.
4842MXRJ,BDSYFVYJ,DOI,True,10.1016/j.jand.2018.08.154,30497638,PMC6365002,2018,Journal of the Academy of Nutrition and Dietetics,NIDDK,NHLBI,VERIFIED,VERIFIED,92f7c0fd693c0392498c821c49055f72,92f7c0fd693c0392498c821c49055f72,Nutritional Quality of Meals and Snacks Served and Consumed in Family Child Care.
TEFXU38J,UPVYYFVQ,DOI,True,10.3390/nu13114021,34836276,PMC8623192,2021,Nutrients,NIDDK,NHLBI,VERIFIED,VERIFIED,604c10d141dc2b50c42aeec54b4fa074,604c10d141dc2b50c42aeec54b4fa074,Effects of Different Allotments of Avocados on the Nutritional Status of Families: A Cluster Randomized Controlled Trial.
EMLAU9R2,4TRC3UDD,DOI,True,10.1186/s13063-022-06581-6,35971135,PMC9376908,2022,Trials,NIDDK,NHLBI,VERIFIED,VERIFIED,469626e09e727baba0edbdda0a299296,469626e09e727baba0edbdda0a299296,Improving diabetic patients' adherence to treatment and prevention of cardiovascular disease (Office Guidelines Applied to Practice-IMPACT Study)-a  cluster randomized controlled effectiveness trial.
ZBADI59C,NT3UR2AB,DOI,True,10.1016/j.jneb.2018.09.001,30385250,PMC6392451,2019,Journal of nutrition education and behavior,NIDDK,NHLBI,VERIFIED,VERIFIED,eb94968e8d9d99e8009b1294c115d564,eb94968e8d9d99e8009b1294c115d564,The Impact of a Healthy Weight Intervention Embedded in a Home-Visiting Program on Children's Weight and Mothers' Feeding Practices.
SCUD3NQX,LNWR884A,DOI,True,10.1186/s13012-024-01340-4,38308331,PMC10835962,2024,Implementation science : IS,NIDDK,NCI,VERIFIED,VERIFIED,8f624f855525785b413d3c2334d79ff6,8f624f855525785b413d3c2334d79ff6,Action planning for building public health program sustainability: results from a group-randomized trial.
96PZQHL7,4HG9V6HL,DOI,True,10.1007/s10865-021-00231-z,34003418,PMC9105808,2021,Journal of behavioral medicine,NIDDK,NCI,VERIFIED,VERIFIED,0fa6c9015179b4ad4a0e3829bcb97a3d,0fa6c9015179b4ad4a0e3829bcb97a3d,Psychological and behavioral pathways between perceived stress and weight change in a behavioral weight loss intervention.
5266YCKT,9HBYKQR8,DOI,False,10.1001/jamanetworkopen.2018.1617,30646139,PMC6324502,2018,JAMA network open,NIDDK,NHLBI,VERIFIED,VERIFIED,1b13d71b7d1cd6701b50463782407d63,8c98d03850d28c6ea789c860f0085238,Long-term Outcomes of the Effects of Home Blood Pressure Telemonitoring and Pharmacist Management on Blood Pressure Among Adults With Uncontrolled  Hypertension: Follow-up of a Cluster Randomized Clinical Trial.
3H3GT54W,GVQJHIGK,DOI,True,10.3390/ijerph19010106,35010364,PMC8750233,2021,International journal of environmental research and public health,NIDDK,NCI,VERIFIED,VERIFIED,5e270221c8b764490fd569653059a9ae,5e270221c8b764490fd569653059a9ae,Efficacy of an Enhanced Implementation Strategy to Increase Parent Engagement with a Health Promotion Program in Childcare.
HNTHNNPQ,YCFJFHMC,DOI,False,10.1016/j.jand.2019.09.018,31831384,PMC7062230,2020,Journal of the Academy of Nutrition and Dietetics,NIDDK,NHLBI,VERIFIED,VERIFIED,b571432a01d60b28f361a7d1dad3c4a3,8358b62d51d08f6d50501e9beb969a53,Contributions of Early Care and Education Programs to Diet Quality in Children Aged 3 to 4 Years in Central North Carolina.
8QE3UFRY,KDH4XJIC,DOI,True,10.1186/s12882-020-02117-9,33167882,PMC7654057,2020,BMC nephrology,NIDDK,NHLBI,VERIFIED,VERIFIED,55d9106d94ea9ff99d65419d6abc3b4e,55d9106d94ea9ff99d65419d6abc3b4e,"Financial incentives versus standard of care to improve patient compliance with live kidney donor follow-up: protocol for a multi-center, parallel-group  randomized controlled trial."
5VYK75CC,3MBN8DIA,DOI,False,10.1080/24733938.2023.2190998,36914960,PMC10551047,2024,Science & medicine in football,NIDDK,NHLBI,VERIFIED,VERIFIED,517c06d9729e3abeb5b4dd0ea919cbd9,811008e13bb8c061daf786d7a22600e4,"Individually randomized trial mislabeled as a cluster-randomized trial. Comment on: ""Effectiveness of wearable technology to optimize youth soccer players'  off-training behaviour and training responses: a cluster-randomized trial""."
CLBTRHLY,A9KIMSNR,DOI,False,10.1177/21501327211057643,34866483,PMC8652912,2021,Journal of primary care & community health,NIDDK,NCI,VERIFIED,VERIFIED,10470a81f4f0fd9e63646093e6708de8,7af092e925cef5ba37d8e46fda160a9d,Feasibility and Acceptability of a Type 2 Diabetes Prevention Intervention for Mothers and Children at a Federally Qualified Healthcare Center.
FUFP3JNL,L2VHUDMD,DOI,False,10.1370/afm.2352,30858257,PMC6411400,2019,Annals of family medicine,NIDDK,NHLBI,VERIFIED,VERIFIED,3d1c27a36aea7cd05fbf9e1783ea62e9,1c1694141e1fe50bdcf26fc3c5b1af4e,Visit Planning Using a Waiting Room Health IT Tool: The Aligning Patients and Providers Randomized Controlled Trial.
7D4LSQQL,WPF7MUCV,DOI,False,10.1089/chi.2019.0142,32078372,PMC7047086,2020,Childhood obesity (Print),NIDDK,NHLBI,VERIFIED,VERIFIED,4c0d9db6e417af1d914613ecc01f6db3,ff6d41475f2cb2a66e209b59a2db8c2d,Incorrect Analyses of Cluster-Randomized Trials that Do Not Take Clustering and Nesting into Account Likely Lead to p-Values that Are Too Small.
ZS9HPC7S,3B8K39D8,DOI,False,10.1001/jamanetworkopen.2021.46519,35119463,PMC8817199,2022,JAMA network open,NIDDK,NHLBI,VERIFIED,VERIFIED,612df637cbecdaef4aae51d8196e6fc3,f61d8df495ff58032c9ef57bba698856,Effect of Clinical Decision Support at Community Health Centers on the Risk of Cardiovascular Disease: A Cluster Randomized Clinical Trial.
YBR6NA98,Z7NF2G6Q,DOI,False,10.1123/jpah.2021-0677,35272263,PMC9864196,2022,Journal of physical activity & health,NIDDK,NCI,VERIFIED,VERIFIED,c948f090adb76e0a8c1a7299c9867314,3695e085f12e6bc7f89b4a7ab7dc4b98,Objective Measures of Physical Activity in Rural Communities: Factors Associated With a Valid Wear and Lessons Learned.
LGP8N6G6,WCA66X4I,DOI,True,10.1016/j.cct.2021.106271,33503497,PMC8009827,2021,Contemporary clinical trials,NIDDK,NCI,VERIFIED,VERIFIED,9f1cf7db3ccf5d07ee3f27596bedd0cd,9f1cf7db3ccf5d07ee3f27596bedd0cd,Design and rationale of an intervention to improve cancer prevention using clinical decision support and shared decision making: A clinic-randomized trial.
3KRFH8XE,FEHWGZSQ,DOI,True,10.1371/journal.pmed.1003964,35427357,PMC9053793,2022,PLoS medicine,NIDDK,NHLBI,VERIFIED,VERIFIED,96619a92fa7540407442d7448255b66b,96619a92fa7540407442d7448255b66b,"Evaluation of an adapted version of the Diabetes Prevention Program for low- and middle-income countries: A cluster randomized trial to evaluate ""Lifestyle  Africa"" in South Africa."
AL4NSSUI,UD8UUMUN,DOI,False,10.3122/jabfm.2022.220391r2,37704387,PMC10680997,2023,Journal of the American Board of Family Medicine : JABFM,NIDDK,NHLBI,VERIFIED,VERIFIED,f4bc31a706d6e73efdb893ac298d2803,69881de04d1e291cdd5d6671410222cb,Does Clinical Decision Support Increase Appropriate Medication Prescribing for Cardiovascular Risk Reduction?
7KFKZX8A,RJD9XX6D,DOI,True,10.1186/s12889-019-6443-8,30700262,PMC6354358,2019,BMC public health,NIDDK,NCI,VERIFIED,VERIFIED,d4cb6d3880f8cd59f96b85f7f18764ea,d4cb6d3880f8cd59f96b85f7f18764ea,A multilevel approach for promoting physical activity in rural communities: a cluster randomized controlled trial.
2K6MPX29,3SUSMNR7,DOI,False,10.1164/rccm.201804-0694oc,30256656,PMC6423100,2019,American journal of respiratory and critical care medicine,NIEHS,NHLBI,VERIFIED,VERIFIED,e04aaf6b69bfe2dc6cd14027cd95e61a,0f12f0e15055847db738f206b5a7e9a4,"Prenatal Household Air Pollution Is Associated with Impaired Infant Lung Function with Sex-Specific Effects. Evidence from GRAPHS, a Cluster Randomized Cookstove  Intervention Trial."
T5IM4AH3,7M6ST2JQ,DOI,False,10.1080/02770903.2020.1856869,33307900,PMC8285039,2022,The Journal of asthma : official journal of the Association for the Care of Asthma,NIEHS,NHLBI,VERIFIED,VERIFIED,bbd6c5c5bb98bfe70f4dd0087afa0987,9df5c27c8c25292b66765a5d1359949c,Effect of the School-Based Asthma Care for Teens (SB-ACT) program on asthma morbidity: a 3-arm randomized controlled trial.
LHEJ2FX5,IASMJG49,DOI,True,10.1186/s12875-023-02186-3,37946132,PMC10634067,2023,BMC primary care,NIEHS,NCI,VERIFIED,VERIFIED,3d4c51eae8a826004b8c0d912af9bcde,3d4c51eae8a826004b8c0d912af9bcde,Adapting and implementing breast cancer follow-up in primary care: protocol for a mixed methods hybrid type 1 effectiveness-implementation cluster randomized  study.
638GS4WW,99MJ924A,DOI,False,10.1002/cncr.32127,31034597,,2019,Cancer,NIGMS; NIMH,NCI,VERIFIED,VERIFIED,76a2210523d90013db693484f176dbaa,8b86458f5ae35206bd46806483315156,"Prognostic accuracy of patients, caregivers, and oncologists in advanced cancer."
ML28EFGN,2RDD8DGI,DOI,False,10.1001/jamainternmed.2018.5713,30556832,PMC6439644,2019,JAMA internal medicine,NIGMS,NCI,VERIFIED,VERIFIED,5c86b39ffc7ccbd20c30c936e140ac7a,7459e637f231696649c791ec4e4a3dff,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial.
9KXCEXY4,8R8U6VMX,DOI,False,10.1016/j.amepre.2019.05.011,31473065,PMC6755040,2019,American journal of preventive medicine,NIGMS,NHLBI,VERIFIED,VERIFIED,d6419cd8ea02a3cb02425f66fde5ff3b,60b3475ae9ab4d0730328d61ace13b69,Cluster Randomized Trial for Hypertension Control: Effect on Lifestyles and Body Weight.
HPMCVUYQ,FZB8IQSZ,DOI,False,10.1016/j.jval.2018.06.003,30502778,PMC6457112,2018,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,NIGMS,NHLBI,VERIFIED,VERIFIED,78cf52f66b8f9afd74521a3d2a9c1a75,126c20130fa061a249b7b5faa0a09fda,Cost-Effectiveness of a Comprehensive Approach for Hypertension Control in Low-Income Settings in Argentina: Trial-Based Analysis of the Hypertension  Control Program in Argentina.
4IHUVZLN,6QNQDH2P,DOI,False,10.1111/cdev.13432,32865229,PMC7905957,2020,Child development,NIMH,NHLBI,VERIFIED,VERIFIED,ea07bfe2f839993d2bd028a449299e3c,ff23ef261cd80d16215958b9a4cd1ca1,Early Emotion Knowledge and Later Academic Achievement Among Children of Color in Historically Disinvested Neighborhoods.
5NR7NMK7,ILWWS7LD,DOI,True,10.1186/s13063-023-07900-1,38225677,PMC10788981,2024,Trials,NIMH,NCI,VERIFIED,VERIFIED,d024916ce7f73942d399fb2944b8864f,d024916ce7f73942d399fb2944b8864f,The Transdiagnostic Intervention for Sleep and Circadian Dysfunction (TranS-C) for serious mental illness in community mental health part 3: study protocol to  evaluate sustainment in a hybrid type 2 effectiveness-implementation  cluster-randomized trial.
XLJ8EEGM,C9P63S2B,DOI,True,10.1186/s43058-023-00437-z,37237302,PMC10214641,2023,Implementation science communications,NIMH,NCI,VERIFIED,VERIFIED,c22c3f95708c592c28300d9c7b0c592f,c22c3f95708c592c28300d9c7b0c592f,Team-focused implementation strategies to improve implementation of mental health screening and referral in rural Children's Advocacy Centers: study protocol for a  pilot cluster randomized hybrid type 2 trial.
CDNDDFVP,B9YG8GYQ,DOI,True,10.3390/ijerph19095511,35564909,PMC9102810,2022,International journal of environmental research and public health,NIMHD; NINR,NCI,VERIFIED,VERIFIED,e725651944b4692693fd064c41a0c3bd,e725651944b4692693fd064c41a0c3bd,Sustainability via Active Garden Education: The Sustainability Action Plan Model and Process.
LNHMBK89,677HVIFJ,DOI,False,10.1002/cncr.34062,34890060,PMC8882149,2022,Cancer,NIMHD,NCI,VERIFIED,VERIFIED,52bc03c428840177b84c6210836d60c2,c49b64362503fdf07fb0a3d995245618,Decision aids for localized prostate cancer in diverse minority men: Primary outcome results from a multicenter cancer care delivery trial (Alliance  A191402CD).
2SH9H8T4,K8TKE6RJ,DOI,True,10.18865/ed.29.2.297,31057315,PMC6478040,2019,Ethnicity & disease,NIMHD,NHLBI,VERIFIED,VERIFIED,3b158937bc9ade2f1c9e25f4d90b8de1,3b158937bc9ade2f1c9e25f4d90b8de1,"Longitudinal Changes in Allostatic Load during a Randomized Church-based, Lifestyle Intervention in African American Women."
ABTDMI8L,ASUUZY3Z,DOI,True,10.1016/j.vaccine.2020.03.052,32354671,PMC7263386,2020,Vaccine,NIMHD,NCI,VERIFIED,VERIFIED,453da0018c08be7d08d61e67650902e2,453da0018c08be7d08d61e67650902e2,"HPV vaccine uptake among daughters of Latinx immigrant mothers: Findings from a cluster randomized controlled trial of a community-based, culturally relevant  intervention."
2RSZ96NM,CN8B23MZ,DOI,False,10.1177/2752535x241235992,38406923,PMC12447656,2024,Community health equity research & policy,NIMHD,NCI,VERIFIED,VERIFIED,2ac420bca4584af9161e09ac68f56f10,188ec5e4bc36c9e0f9327b98e1ee9604,Effects of a Faith-Based Obesity Intervention on African American and Latino Adults' Children.
C69ZCY8Y,FCXQJYSP,DOI,False,10.1177/17407745231167123,37050880,PMC10523847,2023,"Clinical trials (London, England)",NIMHD,NCI,VERIFIED,VERIFIED,983372bc92faec25f53c16607ba2ddbd,cdda67893de155bbafef36ab0a2aa9c0,Lessons learned from conducting the first cancer care delivery trial in the Alliance for Clinical Trials in Oncology (Alliance A191402CD).
I7LYX39I,EH85EJ36,DOI,True,10.1016/j.numecd.2020.06.005,32605881,PMC7494631,2020,"Nutrition, metabolism, and cardiovascular diseases : NMCD",NIMHD,NHLBI,VERIFIED,VERIFIED,bd57feabdd2f6905244b789aca65f56a,bd57feabdd2f6905244b789aca65f56a,Reducing metabolic syndrome through a community-based lifestyle intervention in African American women.
Q472RUI9,QGRTXZZH,DOI,False,10.1002/cncr.31134,29131316,PMC5821582,2018,Cancer,NIMHD,NCI,VERIFIED,VERIFIED,86649802a6e7d854658a3c2f2f99429e,adb1fd6a068803e94741335df0032731,Efficacy of a community-based participatory and multilevel intervention to enhance hepatitis B virus screening and vaccination in underserved Korean  Americans.
ENWUMAJ6,Y9EY4XQ8,DOI,False,10.1016/j.ahj.2022.10.003,36220355,PMC9742137,2023,American heart journal,NIMHD,NHLBI,VERIFIED,VERIFIED,30d4bb87ecb7027793c00cf1bc14c24b,86c32fbf7062608569d5a65adfae19c1,"Reducing ethnic and racial disparities by improving undertreatment, control, and engagement in blood pressure management with health information technology  (REDUCE-BP) hybrid effectiveness-implementation pragmatic trial: Rationale and  design."
4NCCEB97,RKXS5GKB,DOI,True,10.18865/ed.31.1.47,33519155,PMC7843053,2021,Ethnicity & disease,NIMHD,NHLBI,VERIFIED,VERIFIED,d30d96c9840216a1857d4b1b84a27a96,d30d96c9840216a1857d4b1b84a27a96,Social Determinants of Health as Potential Influencers of a Collaborative Care Intervention for Patients with Hypertension.
PIQT5A3I,TEXLFQSL,DOI,False,10.1001/jamanetworkopen.2023.49666,38175648,PMC10767607,2024,JAMA network open,NIMHD,NHLBI,VERIFIED,VERIFIED,a7506f75d033924facff06e0d60d0ada,759b0a30da6ae6da08343462284fd2c8,Mobile Application-Based Communication Facilitation Platform for Family Members of Critically Ill Patients: A Randomized Clinical Trial.
JSTTSB8E,DFJE8ALD,DOI,True,10.1186/s12966-022-01329-6,35907867,PMC9338625,2022,The international journal of behavioral nutrition and physical activity,NIMHD,NCI,VERIFIED,VERIFIED,a8d2c8a22ab2b02db181b088f937892e,a8d2c8a22ab2b02db181b088f937892e,Two-year outcomes of Faith in Action/Fe en Acción: a randomized controlled trial of physical activity promotion in Latinas.
CEC5MDFZ,J4BU3EEE,DOI,False,10.1177/0890117117699927,28359166,PMC5568499,2018,American journal of health promotion : AJHP,NINR,NCI,VERIFIED,VERIFIED,a2125c86653c9ae44e7ba8afa5e6f3bc,ffd947e555f177243c143f9ceb214739,Leisure-Time Physical Activity and Characteristics of Social Network Support for Exercise Among Latinas.
