paper_id,paper_id_note,source_institute,source_file,source_row,citation_raw,cite_key,matched_by,match_score,labeled,excluded,exclusion_reason,exclusion_reason_raw,power_correct,power_correct_raw,data_correct,data_correct_raw,review_category,review_category_raw,n_trt,n_levels,comment_levels,n_outer,n_2nd,n_3rd,n_4th,unit_rand,ind_samp_unit,restricted_rand_raw,icc,n_long,stepped_wedge_raw,data_done,data_should,data_comment,power_done,power_should,restricted_rand,stepped_wedge,source_note,source_doi,source_pmid,reason_source
K4DMDMSQ,,NHLBI,crt_review_table_112.tex,19,Buis et al.,buisEffectMHealthSelfMonitoring2024,cite_key_author_year,85,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4IBT3NAD,,NHLBI,crt_review_table_112.tex,20,Carter et al.,carterClusterRandomizedTrialEvaluate2018,cite_key_author_year,93,1,0,,,yes,yes,yes,yes,,,2,2,patient within clinic,12,25,,,clinic,clinic,none,0.005,2,no,"linear mixed model on guideline score accounting for clustering, controlling for baseline",Account for clustering and longitudinality,good,Accounted for clustering and longitudinality,Account for clustering and longitudinality,no,no,,,,
UHEKLJLC,,NHLBI,crt_review_table_112.tex,21,Caspi et al.,caspiClusterRandomizedEvaluationSuperShelf2024,cite_key_author_year,86,1,0,,,no,no,no,no,,,2,2,participant within food pantry,12,18,,,pantry,pantry,stratified,0.047,2,no,linear mixed model with two random effects for time and person within pantry,"Account for restricted rand., clustering, and longitudinality",didn't account for restricted randomization,Accounted for clustering and longitudinality,"Account for restricted rand., clustering, and longitudinality",yes,no,,,,
FEHWGZSQ,,NHLBI,crt_review_table_112.tex,22,Catley et al.,catleyEvaluationAdaptedVersion2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within social club,28,16,,,social club,social club,stratified,0.01-0.05,2,no,mixed models accounting for cluster and longitudinality,"Account for restricted rand., clustering, and longitudinality",,Accounted for clustering and longitudinality but not restricted rand.,"Account for restricted rand., clustering, and longitudinality",yes,no,,,,
XHFTHUCG,,NHLBI,crt_review_table_112.tex,23,Cattamanchi et al.,cattamanchiMulticomponentStrategyDecentralized2021,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,2,patient within clinic,20,532,,,clinic,clinic,stratified,not mentioned,1,no,adjusted poisson regression accounting for clinic,Account for restricted rand. and clustering,,Accounted for restricted rand. and clustering,Account for restricted rand. and clustering,yes,no,,,,
AKJ8USST,,NHLBI,crt_review_table_112.tex,24,Chang et al.,changNovelCommunityHealth2021,cite_key_author_year,100,1,0,,,yes,yes,no,no,,,2,2,patient within clinic,40,52,,,clinic,clinic,restricted,0.01,2,no,log linear binomial regression with GEE,"Account for restricted rand., clustering, and longitudinality",no bias correction for GEE,"Accounted for restricted rand., clustering, and longitudinality","Account for restricted rand., clustering, and longitudinality",yes,no,,,,
TT7PIVLD,,NHLBI,crt_review_table_112.tex,25,Ciccone et al.,cicconePointofcareCreactiveProtein2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,4,child within CHW within village within strata,5,15,65,1280 (19/CHW),village,stratum,stratified,0.05,1,yes,GEE with bias correction with logit link,"Account for restricted rand., clustering, and longitudinality",,Did not account for stratified rand.,"Account for restricted rand., clustering, and longitudinality",yes,yes,,,,
5PV3ES8S,,NHLBI,crt_review_table_112.tex,26,Collins et al.,collinsEfficacyCommunityBasedExercise2019,cite_key_author_year,93,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJYB2MPK,,NHLBI,crt_review_table_112.tex,27,Commodore-Mensah et al.,commodore-mensahDesignRationaleCardiometabolic2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within provider within health system,unknown,18,19/practice,,practice,health system,stratified,0.03,1,no,"GEE with logit link, no bias correction",Account for restricted rand. and clustering,,Accounted for clustering but not restricted rand.,Account for restricted rand. and clustering,yes,no,,,,
84YU8UCD,,NHLBI,crt_review_table_112.tex,28,Cooper et al.,cooperEquitableCareHypertension2024,cite_key_author_year,88,1,0,,,no,no,no,no,,,2,3,patient within practice within health system,unknown,30,50/practice,,practice,health system,stratified,0.057,1,no,GEE with no bias correction,Account for restricted rand. and clustering,used binary outcome which reduced power,Accounted for clustering but not restricted rand.,Account for restricted rand. and clustering,yes,no,,,,
QMLU4TM8,,NHLBI,crt_review_table_112.tex,29,Courtright et al.,courtrightPrognosticatingOutcomesNudging2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,3,5,patient within clinician within ICU within hospital within pair,unknown,10,17,279/ICU,hospital,pair,none,"0.1 (pt within clin), 0.05 (clin within ICU)",1,yes,"simultaneous quantile regression with fixed effects for clinician, hospital cluster, time",Account for 5 levels of clustering as random effects,,unclear,Account for 5 levels of clustering,no,yes,,,,
TEXLFQSL,,NHLBI,crt_review_table_112.tex,30,Cox et al.,coxMobileApplicationBasedCommunication2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,4,patient within physician within ICU within hospital,2,6,37,44/physician,physician,hospital,stratified,0.01-0.1,1,no,mixed models with fixed effects for family physician and time,"Account for clustering, restricted rand., and longitudinality",missed several levels of clustering among other things,Accounted for some clustering but not longitudinality,Account for multiple levels of clustering and longitudinality,yes,no,,,,
FUCS56UM,,NHLBI,crt_review_table_112.tex,31,Cox et al.,coxMobileAppFacilitatedCollaborative2025,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKWBYHEN,,NHLBI,crt_review_table_112.tex,32,Crist et al.,cristChangeGPSassessedWalking2021,cite_key_author_year,92,1,1,secondary_analysis,secondary analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAT93UFL,,NHLBI,crt_review_table_112.tex,33,Crist et al.,cristHealthEffectsCosteffectiveness2022,cite_key_author_year,90,1,0,,,no,no,no,no,,,2,3,patient within health coach within senior center,12,4/center,34/center,,senior center,senior center,stratified,0.07,1,no,mixed model accounting for clustering with center,Account for all levels of clustering and restricted rand.,breaks Deb's heart,Accounted for clustering but not restricted rand.,Account for clustering and restricted rand.,yes,no,,,,
74ARW7SL,,NHLBI,crt_review_table_112.tex,34,Curley et al.,curleyMethodsDesignImplementation2018,cite_key_title_tiebreak,100,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4NV8FP3G,,NHLBI,crt_review_table_112.tex,35,Davis et al.,davisDesignParticipantCharacteristics2019,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25VKDJV,,NHLBI,crt_review_table_112.tex,36,Davis et al.,davisSchoolbasedGardeningCooking2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within school within wave,3,16,127/school,,school,wave,stratified,<0.05,1,no,generalized linear mixed models with weighted random effects for cluster,Account for stratification and clustering,,Accounted for clustering but not stratification,Account for clustering and restricted rand.,yes,no,,,,
ZR3LJXGK,,NHLBI,crt_review_table_112.tex,37,Desai et al.,desaiImplementingPrediabetesClinical2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within PCP within clinic,34,9/clinic,280/clinic,,clinic,clinic,stratified,not listed,1,no,generalized linear mixed models accounting for clustering at clinic level,Account for restricted rand. and clustering,,Accounted for clustering at clinic level,Account for clustering and restricted rand.,yes,no,,,,
7NYXSVAI,,NHLBI,crt_review_table_112.tex,38,Douin et al.,douinEffectTargetingNormoxemia2025,cite_key_title_tiebreak,100,1,0,,,yes,yes,yes,yes,,,2,2,patient within clinic,6,236/clinic,,,clinic,clinic,constrained,0.04,1,yes,general linear mixed model accounting for clinic,Account for clustering by clinic,,Accounted for clustering,Account for clustering,yes,yes,,,,
AUCUKPB9,,NHLBI,crt_review_table_112.tex,39,Ebinger et al.,ebingerBarbershopManagementHypertension2020,cite_key_author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ETDUWRH,,NHLBI,crt_review_table_112.tex,40,Edwards et al.,edwardsSimultaneouslyImplementingPathways2024,cite_key_author_year,100,1,1,review_article,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8H9BUEWH,,NHLBI,crt_review_table_112.tex,41,Fiscella et al.,fiscellaBloodPressureVisit2022,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,3,patient within clinician within practice,12,77,356/clinic,,clinic,clinic,none,not specified,1,yes,"Cox proportional hazard and weighted GEE with bias correction, accounted for clustering 2 ways",Account for two levels of clustering,,Accounted for two levels of clustering,Account for two levels of clustering,no,yes,,,,
IRIMYPZ3,,NHLBI,crt_review_table_112.tex,42,Fiscella et al.,fiscellaTeambasedHomeBlood2023,cite_key_author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B9BMDV7,,NHLBI,crt_review_table_112.tex,43,Fitzsimmons-Craft et al.,fitzsimmons-craftEffectivenessDigitalCognitive2020,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within university,27,25/university,,,university,university,stratified,0.05-0.15,3,no,"general linear mixed model accounting for clustering, incorrectly for repeated measures, t-tests at end","Account for clustering, longitudinality, and restricted rand.",correct by the skin of their teeth,Accounted for clustering and longitudinality,"Account for clustering, longitudinality, and restricted rand.",yes,no,,,,
W2VQEXEG,,NHLBI,crt_review_table_112.tex,44,Fortmann et al.,fortmannMedicalAssistantHealth2021,cite_key_author_year,100,1,0,,,no,no,yes,yes,,,2,3,patient within clinic within health system,2,4,150/clinic,,clinic,health system,stratified,not mentioned,1,no,multi level using full information matrix,Account for two levels of clustering,Keith doesn't think correct - cheating and using bad statistical literature,Did not account for clustering,Account for clustering,yes,no,,,,
6ZV568P4,,NHLBI,crt_review_table_112.tex,45,Foti et al.,fotiEvidenceBasedPolicyMaking2020,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z6WDVTKT,,NHLBI,crt_review_table_112.tex,46,Frank et al.,frankAssessmentImplementationMethods2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within emergency room,18,,,,emergency room,emergency room,stratified,0.025,1,no,random effects logistic regression,Account for clustering and restricted rand.,,"Donner and Klar, accounted for clustering",Account for clustering and restricted rand.,yes,no,,,,
IDKFPWGH,,NHLBI,crt_review_table_112.tex,47,Frerichs et al.,frerichsClusterRandomizedTrial2020,cite_key_author_year,100,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EI9D54I4,,NHLBI,crt_review_table_112.tex,48,Fuller et al.,fullerAwarenessParalysisSymptoms2023,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QURVUDB5,,NHLBI,crt_review_table_112.tex,49,Gans et al.,gansMulticomponentTailoredIntervention2022,cite_key_title_tiebreak,100,1,0,,,no,no,no,no,,,2,2,child within family child care home,119,377 (~3/provider),,,family child care home,family child care home,stratified,not mentioned,2,no,GEE not accounting for clustering,Account for clustering and stratified rand.,ouch,Did not account for clustering or stratified rand.,Account for clustering and stratified rand.,yes,no,,,,
KMKSIU5U,,NHLBI,crt_review_table_112.tex,50,Gerald et al.,geraldSchoolsupervisedUseOncedaily2019,cite_key_author_year,89,1,0,,,no,no,no,no,,,2,2,student within school,20,~20/school,,,school,school,stratified,0.15,2,no,general linear mixed model accounting for clustering and repeated measures,Account for clustering and restricted rand.,,Accounted for clustering but not restricted rand.,Account for clustering and restricted rand.,yes,no,,,,
4QHFZPVG,,NHLBI,crt_review_table_112.tex,51,Gimbel et al.,gimbelSystemsAnalysisImprovement2020,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within clinic within district (ignoring province),,16,1000/clinic,,clinic,district,constrained,0.1-0.2,1,no,generalized linear mixed model accounting for clustering within clinic,Account for clustering and restricted rand.,not clear what the levels of clustering are,Accounted for clustering within clinic,Account for clustering and restricted rand.,yes,no,,,,
3B8K39D8,,NHLBI,crt_review_table_112.tex,52,Gold et al.,goldEffectClinicalDecision2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,4,patient within clinic within organization,14,70,265/clinic,,organization,organization,constrained,,2,no,general linear mixed models,Account for clustering and restricted rand.,"could have accounted for more levels of clustering, but did not",Accounted for clustering,Account for clustering and restricted rand.,yes,no,,,,
LU33978L,,NHLBI,crt_review_table_112.tex,53,Goldstein et al.,goldsteinImprovingCommunicationHeart2019,cite_key_author_year,93,1,0,,,no,no,no,no,,,2,2,patient within clinician within hospital,6,58,525,,hospital,hospital,none,0.04,1,no,"GEE or GLM, not accounting for clustering at both levels",Account for clustering at clinician and hospital level,,Accounted for clustering by hospital only,Account for clustering at clinician and hospital level,no,no,,,,
L2VHUDMD,,NHLBI,crt_review_table_112.tex,54,Grant et al.,grantVisitPlanningUsing2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within provider within primary care center,8,73,750,,physician,primary care clinic,none,NR,1,no,General linear mixed model controlling for physician,Account for clustering at both physician and clinic level,Missed the outer layer of clustering,No power analysis reported,Power analysis accounting for clustering at clinic and physician level,no,no,,,,
5VWZPNEQ,,NHLBI,crt_review_table_112.tex,55,Green et al.,greenPuttingPatientsCenter2018,cite_key_author_year,100,1,0,,,no,no — uncertain how to do power for this study,no,no,,,2,3,"Complicated design with cross-clustering and cross-nesting; outer level is clinic (n=8), 2nd level is physician (NR), 3rd level is patients (~500 per physician); also cross-clustering via 2 kidney care specialists",8,NR,500 per physician,,clinic,clinic,"yes, by clinic size and region",0.05,3,no,t-test accounting for clustering,Complex mixed model with multiple levels of cross-clustering,Uncertain how to analyze this study given cross-clustering complexity,Accounts for clustering within clinic only; ignores physician and kidney specialist levels,Power analysis accounting for all levels of cross-clustering,yes,no,,,,
GK558E5R,,NHLBI,crt_review_table_112.tex,56,Grembi et al.,grembiInfluenceHydrometeorologicalRisk2024,cite_key_author_year,100,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEFXEQY,,NHLBI,crt_review_table_112.tex,57,Grissom et al.,grissomImplementationCoordinatedSpontaneous2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,"Patient within ICU within hospital; only one hospital has multiple ICUs (one hospital has 4, rest have 1), making this an underanalyzable design",12,~1 per hospital (one has 4),3600 per hospital,,hospital,hospital,yes,NR,,no,Model accounting for clustering by center but not all random effects,Censored survival analysis accounting for centering by depth and additional clustering factors,Uncertain how to analyze this study given complex clustering structure,Accounted for some clustering,Account for all clustering,yes,no,,,,
9J2SL67D,,NHLBI,crt_review_table_112.tex,58,Ha et al.,haConqueringHypertensionVietnamsolutions2020,cite_key_author_year,95,1,0,,,no,no,no,no,,,2,3,patient within commune within district,4,16,680 total,,commune,district,yes,0.011,1,no,REML estimator for generalized linear mixed model,Generalized linear mixed model accounting for multilevel clustering and repeated measures,Could not determine what random effects were included due to lack of clarity in reporting,Accounted for one level of clustering but not restricted randomization,Account for restricted randomization and two-level clustering,yes,no,,,,
BBQSQ5GY,,NHLBI,crt_review_table_112.tex,59,Hahn et al.,hahnUsingVirtualAgents2020,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,3,child within YMCA center within matched pair,12,24,20 per YMCA center,,YMCA center,matched pair,"yes, stratification by free and reduced lunch program",NR,4,no,Accounts for clustering within matched pairs and within center,Account for clustering within matched pair and center,Both reviewers found reporting intensely unclear,Accounted for both sources of correlation (matched pairs and centers),Account for correlation between matched pairs and centers,yes,no,,,,
7M6ST2JQ,,NHLBI,crt_review_table_112.tex,60,Halterman et al.,haltermanEffectSchoolBasedAsthma2022,cite_key_author_year,83,1,0,,,no,no,no,no,,,3,3,student within school within strata,NR,69,430,,student,strata,yes,NR,3,no,GEE,Analysis accounting for clustering within school and stratum and longitudinal repeated measures,Both reviewers said ``wow'' three times,Did not account for clustering,Account for clustering,yes,no,,,,
WUNIU4CC,,NHLBI,crt_review_table_112.tex,61,Hanrahan et al.,hanrahanHouseholdIncentiveBasedContact2023,cite_key_author_year,80,1,0,,,no,no,no,no,,,2,2,patient within family group within clinic,56,782 per clinic,,,clinic,clinic,yes,NR,2,no,Poisson regression accounting for clustering within clinic,Account for clustering within clinic and family group and repeated measures for crossover design,Biased because family grouping not accounted for,NR,Account for clustering within family and clinic,yes,no,,,,
BW2B5H9P,,NHLBI,crt_review_table_112.tex,62,Hardy et al.,hardyDesignEquityPrevention2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within peer coach within church; 2--3 peer coaches per church,20,2--3 per church,480,,church,church,no,NR,3,no,Does not account for clustering in any way,Account for clustering by peer coach and church,Not written up clearly,Does not account for clustering in any way,Power analysis accounting for clustering by peer coach and church,no,no,,,,
R2P2KPRE,,NHLBI,crt_review_table_112.tex,63,Haug et al.,haugBestCaseWorst2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within nephrologist within site,10,40,320,,nephrologist,site,no,NR,1,no,Accounts for clustering within physician but not within site,Account for clustering within both site and physician,They tried; used fixed effects,Does not account for clustering within physician or site,Account for clustering within physician and site,no,no,,,,
MPJA6L2H,,NHLBI,crt_review_table_112.tex,64,Hearst et al.,hearstBreakfastBrainFood2019,cite_key_author_year,89,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVVGHG2W,,NHLBI,crt_review_table_112.tex,65,Hernández-Galdamez et al.,hernandez-galdamezMonitoringStudyParticipants2021,cite_key_author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZSYHDZB,,NHLBI,crt_review_table_112.tex,66,Hieda et al.,hiedaImpact2Years2019,cite_key_author_year,73,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEKC6EFN,,NHLBI,crt_review_table_112.tex,67,Howden et al.,howdenReversingCardiacEffects2018,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D29P9RKT,,NHLBI,crt_review_table_112.tex,68,Huffman et al.,huffmanEffectQualityImprovement2018,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65U9AYL7,,NHLBI,crt_review_table_112.tex,69,ICU-RESUS et al.,icu-resusandeunicekennedyshrivernationalinstituteofchildhealthEffectPhysiologicPointofCare2022,title_only_corporate_author,93,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIJH82T5,,NHLBI,crt_review_table_112.tex,70,Jack et al.,jackClusterRandomisedTrial2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,3,3,participant within village within matched village set,NR,35,1414,,village,stratum,yes,0.07,1,no,GEE,Analysis accounting for clustering within village and matching,Painful,Does not account for matching,Account for both clustering and matching,yes,no,,,,
M8CXW6PU,,NHLBI,crt_review_table_112.tex,71,Jacobs et al.,jacobsClinicalEconomicEffectiveness2023,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH5J2R2J,remapped from W5Z7K27W (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,72,Johnson et al.,johnsonEvaluationWalkingSchool2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,child within school within matched pair within city,2,11,22,300,school,city,"yes, pair matching",0.04,1,no,Accounted for clustering within schools only,Account for clustering within schools and matched pairs,Tragic,Accounted for clustering,Account for clustering and matching,yes,no,,,,
VMHXT33Z,,NHLBI,crt_review_table_112.tex,73,Jones et al.,jonesRandomizedEvaluationDecision2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within provider within center,6,240,5.18 per provider,,provider,center,"yes, stratification",0.10--0.25,1,no,Not described,Analysis accounting for restricted randomization and clustering at both levels,Analyzable data but not analyzed correctly,Accounted for clustering,Account for clustering and restricted randomization with two levels of clustering,yes,no,,,,
YJDJH8TY,,NHLBI,crt_review_table_112.tex,74,Joshi et al.,joshiCardiovascularRiskFactor2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,"participant within household within village within state; 3 states, 20 villages, 2312 households, 3261 participants",3,20,2312,3261,household,state,unclear,0.09--0.38,1,no,GEE with random effects accounting for household only,"Account for random effects for household, village, potentially state and community health worker",Difficult to understand given community health workers on intervention side only; resembles a mutant individually randomized group treatment trial,Accounted for clustering by household,"Account for clustering by household, village, and potentially state and community health workers",unclear,no,,,,
KSSYVX7X,,NHLBI,crt_review_table_112.tex,75,Kakande et al.,kakandeCommunitybasedDynamicChoice2023,cite_key_author_year,100,1,0,,,yes,yes,no,no,,,2,2,participant within village within matched village pair,8,16,429,,village,matched pair,"yes, pair matching",NR,1,no,t-test,Analysis accounting for pair matching and clustering,"Paper suggests pair matching should have been accounted for, but statistical analysis plan indicates they broke all pair matches",Accounted for pair matching and clustering,Account for pair matching and clustering,yes,no,,,,
L8CPLJYW,,NHLBI,crt_review_table_112.tex,76,Kavishe et al.,kavisheStudyProtocolEngage2025,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within community,20,400 per community,,,community,stratum,"yes, by community size",0.08,1,no,Mixed model with random effect for community,Account for both community and stratification,Did not account for restricted randomization,Accounted for community but not restricted randomization,Account for community and restricted randomization,yes,no,,,,
25GIEATL,,NHLBI,crt_review_table_112.tex,77,Kennelty et al.,kenneltyDisseminationTelehealthCardiovascular2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within clinic,13,325 + 288,,,clinic,clinic,"yes, stratified by percentage of minority participants",0.024,4,no,Mixed model accounting for clustering,Account for both clustering and restricted randomization,,Accounted for clustering,Account for clustering and restricted randomization,yes,no,,,,
3XPH2HI6,,NHLBI,crt_review_table_112.tex,78,Kerr et al.,kerrClusterRandomizedControlled2018,cite_key_author_year,100,1,0,,,yes,yes (close enough),yes,yes,,,2,2,participant within educational group within site,11,13,307,,site,group,no,0.07,5,no,Mixed model with random effects accounting for group and site,Mixed model with random effects accounting for group and site,"Yay, we finally found a correct one",Accounted for site,Account for group and site,no,no,,,,
8QKAXQVW,,NHLBI,crt_review_table_112.tex,79,Kharbanda et al.,kharbandaEvaluationElectronicClinical2018,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within clinic,18,1226,,,clinic,clinic,"yes, stratified by percentage with public insurance and matched pairs on adolescent patient volume",0.04,1,no,Generalized mixed model with random effect for clinic,Account for stratification and matching in addition to clustering by clinic,Missed the stratification and matching,Accounted for ICC but not stratification and matching,"Account for clustering, stratification, and matching",yes,no,,,,
DPPC94XT,remapped from 6EI22ZER (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,80,King et al.,kingTestingEffectivenessCommunityengaged2021,cite_key_author_year,87,1,0,,,no,no,no,no,,,2,2,patient within site within matched pair,5,10,300,,site,matched pair,"yes, matched on location",NR,1,no,Mixed model accounting for clustering but not matching,Model accounting for both clustering and matching,Did not account for matching,Did not account for clustering or matching,Power analysis accounting for clustering and matching,yes,no,,,,
XEIAGV9H,,NHLBI,crt_review_table_112.tex,81,Kinnamon et al.,kinnamonEffectivenessFamilyHeart2023,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,2,person within family within site,28,1111,4646,,family,site,"yes, stratified by race, ethnicity, and site",NR,1,no,Generalized linear mixed model with logit link function accounting for both site and family,Same,,Monte Carlo simulation accounting for correlation by family and site,Same,yes,no,,,,
NQ4Y7FIA,,NHLBI,crt_review_table_112.tex,82,Kossek et al.,kossekCaringElderlyWork2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within care home,30,931,,,care home,care home,"yes, stratified on three factors",NR,1,no,Accounted for clustering but not stratification,Account for both clustering and stratification,Very hard to read,Accounted for clustering but not stratification,Account for clustering and stratification,yes,no,,,,
EZW26HK2,,NHLBI,crt_review_table_112.tex,83,Kronish et al.,kronishMultifacetedImplementationStrategy2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within clinic,8,1186,,,clinic,matched pair,"yes, matched pairs",NR,2,no,Multilevel Poisson regression accounting for clustering,Multilevel Poisson regression accounting for clustering and matching,Well written and clear,Monte Carlo simulation accounting for clustering,Account for clustering and restricted randomization (pair matching),yes,no,,,,
4NGYJQ62,,NHLBI,crt_review_table_112.tex,84,Lampman et al.,lampmanOptimizingHuddleEngagement2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,participant within team,29,272,,,team,stratum,"yes, stratified randomization",0.05,1,no,Generalized linear mixed model accounting for clustering,Account for clustering and restricted randomization,,Accounted for clustering,Account for both clustering and restricted randomization,yes,no,,,,
MWYKAIL4,,NHLBI,crt_review_table_112.tex,85,Landry et al.,landryImpactSchoolBasedGardening2021,cite_key_author_year,88,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZS5WVT7S,,NHLBI,crt_review_table_112.tex,86,Lanspa et al.,lanspaProspectiveAssessmentFeasibility2019,cite_key_author_year,100,1,1,pilot_study,pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y9EY4XQ8,,NHLBI,crt_review_table_112.tex,87,Lauffenburger et al.,lauffenburgerReducingEthnicRacial2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within primary care provider within clinic,24,350,10000,,clinic,clinic,"yes, covariate constrained randomization",0.05,1,no,GEE accounting for clustering,Account for clustering at two levels plus restricted randomization,Missed the covariate constrained randomization and did not account for the outer level,Accounted for one level of clustering,Account for two-level clustering plus constrained randomization,yes,no,,,,
KDH4XJIC,,NHLBI,crt_review_table_112.tex,88,Levan et al.,levanFinancialIncentivesStandard2020,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER2TALDD,,NHLBI,crt_review_table_112.tex,89,Lincoln et al.,lincolnProtocolRandomisedTrial2020,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDVX9XTR,,NHLBI,crt_review_table_112.tex,90,Linton et al.,lintonSystemLevelInformatics2021,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within triage nurse,51,384,,,triage nurse,stratum,"yes, stratification",0.58,1,no,Generalized linear mixed model accounting for clustering within triage nurse,Account for clustering within both stratum and triage nurse,This study wins the honorary award for highest observed ICC,Accounted for clustering,Account for clustering and stratification,yes,no,,,,
52L6RCJY,,NHLBI,crt_review_table_112.tex,91,Liyanage-Don et al.,liyanage-donImplementingRemotePatient2025,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,1,patient within primary care practice,15,8000,,,practice,practice,yes,"0, 0.1, or 0.2",1,no,Accounted for clustering,Account for clustering and stratification,Good try,Accounted for clustering,Account for clustering and stratification,yes,no,,,,
S47B3QEJ,,NHLBI,crt_review_table_112.tex,92,Longenecker et al.,longeneckerImplementationStrategiesIntegrate2025,cite_key_author_year,100,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKVUXT8J,,NHLBI,crt_review_table_112.tex,93,Ludden et al.,luddenImplementationCoachMcLungsSM2022,cite_key_author_year,93,1,1,stepped_wedge_design,stepped wedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
