pmid,citation_key,first_author,year,title,journal,volume,issue,pages,doi,exclusion_reason,reason_source,all_authors
31831384,Luecking2020,"Luecking, Courtney T",2020,Contributions of Early Care and Education Programs to Diet Quality in Children  Aged 3 to 4 Years in Central North Carolina,J Acad Nutr Diet,120,3,386-394,10.1016/j.jand.2019.09.018,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Luecking, Courtney T; Mazzucca, Stephanie; Vaughn, Amber E; Ward, Dianne S"
32605881,Mamun2020,"Mamun, Abdullah",2020,Reducing metabolic syndrome through a community-based lifestyle intervention in  African American women,Nutr Metab Cardiovasc Dis,30,10,1785-1794,10.1016/j.numecd.2020.06.005,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Mamun, Abdullah; Kitzman, Heather; Dodgen, Leilani"
30646139,Margolis2018,"Margolis, Karen L",2018,Long-term Outcomes of the Effects of Home Blood Pressure Telemonitoring and  Pharmacist Management on Blood Pressure Among Adults With Uncontrolled  Hypertension: Follow-up of a Cluster Randomized Clinical Trial,JAMA Netw Open,1,5,e181617,10.1001/jamanetworkopen.2018.1617,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Margolis, Karen L; Asche, Stephen E; Dehmer, Steven P; Bergdall, Anna R; Green, Beverly B; Sperl-Hillen, JoAnn M; Nyboer, Rachel A; Pawloski, Pamala A; Maciosek, Michael V; Trower, Nicole K; O'Connor, Patrick J"
32862713,Margolis2020,"Margolis, Karen L",2020,Cardiovascular Events and Costs With Home Blood Pressure Telemonitoring and  Pharmacist Management for Uncontrolled Hypertension,Hypertension,76,4,1097-1103,10.1161/HYPERTENSIONAHA.120.15492,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Margolis, Karen L; Dehmer, Steven P; Sperl-Hillen, JoAnn; O'Connor, Patrick J; Asche, Stephen E; Bergdall, Anna R; Green, Beverly B; Nyboer, Rachel A; Pawloski, Pamala A; Trower, Nicole K; Maciosek, Michael V"
38583583,Masters2024,"Masters, Grace A",2024,"Association of perinatal depression and postpartum contraception intent, choice,  and actual use",Contraception,135,,110447,10.1016/j.contraception.2024.110447,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Masters, Grace A; Julce, Clevanne; Carroll, Smita; Person, Sharina D; Allison, Jeroan; Byatt, Nancy; Moore Simas, Tiffany A"
32428430,Matlock2020,"Matlock, Daniel D",2020,Decision Aid Implementation among Left Ventricular Assist Device Programs  Participating in the DECIDE-LVAD Stepped-Wedge Trial,Med Decis Making,40,3,289-301,10.1177/0272989X20915227,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Matlock, Daniel D; McIlvennan, Colleen K; Thompson, Jocelyn S; Morris, Megan A; Venechuk, Grace; Dunlay, Shannon M; LaRue, Shane J; Lewis, Eldrin F; Patel, Chetan B; Blue, Laura; Chaussee, Erin L; Glasgow, Russell E; Walsh, Mary Norine; Allen, Larry A"
30391656,Modes2019,"Modes, Matthew E",2019,"Did a Goals-of-Care Discussion Happen? Differences in the Occurrence of  Goals-of-Care Discussions as Reported by Patients, Clinicians, and in the  Electronic Health Record",J Pain Symptom Manage,57,2,251-259,10.1016/j.jpainsymman.2018.10.507,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Modes, Matthew E; Engelberg, Ruth A; Downey, Lois; Nielsen, Elizabeth L; Curtis, J Randall; Kross, Erin K"
31228534,Modes2019a,"Modes, Matthew E",2019,Toward Understanding the Relationship Between Prioritized Values and Preferences  for Cardiopulmonary Resuscitation Among Seriously Ill Adults,J Pain Symptom Manage,58,4,567-577.e1,10.1016/j.jpainsymman.2019.06.011,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Modes, Matthew E; Engelberg, Ruth A; Downey, Lois; Nielsen, Elizabeth L; Lee, Robert Y; Curtis, J Randall; Kross, Erin K"
32389606,Modes2020,"Modes, Matthew E",2020,Patient-Reported Receipt of Goal-Concordant Care Among Seriously Ill  Outpatients-Prevalence and Associated Factors,J Pain Symptom Manage,60,4,765-773,10.1016/j.jpainsymman.2020.04.026,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Modes, Matthew E; Heckbert, Susan R; Engelberg, Ruth A; Nielsen, Elizabeth L; Curtis, J Randall; Kross, Erin K"
35700932,Modes2022,"Modes, Matthew E",2022,Seriously Ill Patients' Prioritized Goals and Their Clinicians' Perceptions of  Those Goals,J Pain Symptom Manage,64,4,410-418,10.1016/j.jpainsymman.2022.06.004,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Modes, Matthew E; Engelberg, Ruth A; Nielsen, Elizabeth L; Brumback, Lyndia C; Neville, Thanh H; Walling, Anne M; Curtis, J Randall; Kross, Erin K"
31099866,Mohanan2019,"Mohanan, Padinhare P",2019,"Microeconomic Costs, Insurance, and Catastrophic Health Spending Among Patients  With Acute Myocardial Infarction in India: Substudy of a Randomized Clinical  Trial",JAMA Netw Open,2,5,e193831,10.1001/jamanetworkopen.2019.3831,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Mohanan, Padinhare P; Huffman, Mark D; Baldridge, Abigail S; Devarajan, Raji; Kondal, Dimple; Zhao, Lihui; Ali, Mumtaj; Joseph, Johny; Eapen, Koshy; Krishnan, Mangalath N; Menon, Jaideep; Thomas, Manoj; Lloyd-Jones, Donald M; Harikrishnan, Sivadasanpillai; Prabhakaran, Dorairaj"
40331620,Moin2025,"Moin, Emily E",2025,Disease and Race-Based Differences in Inpatient Palliative Care Consultation in  Cancer and Noncancer Serious Illnesses,J Am Geriatr Soc,73,7,2155-2165,10.1111/jgs.19509,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Moin, Emily E; Bayes, Brian; Madden, Vanessa; Halpern, Scott D; Courtright, Katherine R"
36053072,Morgan2022,"Morgan, Ryan W",2022,The Temporal Association of the COVID-19 Pandemic and Pediatric Cardiopulmonary  Resuscitation Quality and Outcomes,Pediatr Crit Care Med,23,11,908-918,10.1097/PCC.0000000000003073,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Morgan, Ryan W; Wolfe, Heather A; Reeder, Ron W; Alvey, Jessica S; Frazier, Aisha H; Friess, Stuart H; Maa, Tensing; McQuillen, Patrick S; Meert, Kathleen L; Nadkarni, Vinay M; Sharron, Matthew P; Siems, Ashley; Yates, Andrew R; Ahmed, Tageldin; Bell, Michael J; Bishop, Robert; Bochkoris, Matthew; Burns, Candice; Carcillo, Joseph A; Carpenter, Todd C; Dean, J Michael; Diddle, J Wesley; Federman, Myke; Fernandez, Richard; Fink, Ericka L; Franzon, Deborah; Hall, Mark; Hehir, David; Horvat, Christopher M; Huard, Leanna L; Manga, Arushi; Mourani, Peter M; Naim, Maryam Y; Notterman, Daniel; Pollack, Murray M; Sapru, Anil; Schneiter, Carleen; Srivastava, Nerraj; Tabbutt, Sarah; Tilford, Bradley; Viteri, Shirley; Wessel, David; Zuppa, Athena F; Berg, Robert A; Sutton, Robert M"
38043045,Mukhopadhyay2024,"Mukhopadhyay, Amrita",2024,Impact of Visit Volume on the Effectiveness of Electronic Tools to Improve  Heart Failure Care,JACC Heart Fail,12,4,665-674,10.1016/j.jchf.2023.11.002,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Mukhopadhyay, Amrita; Reynolds, Harmony R; King, William C; Phillips, Lawrence M; Nagler, Arielle R; Szerencsy, Adam; Saxena, Archana; Klapheke, Nathan; Katz, Stuart D; Horwitz, Leora I; Blecker, Saul"
38967927,Nassal2024,"Nassal, Michelle M J",2024,Temporal Trends in End-Tidal Capnography and Outcomes in Out-of-Hospital Cardiac  Arrest: A Secondary Analysis of a Randomized Clinical Trial,JAMA Netw Open,7,7,e2419274,10.1001/jamanetworkopen.2024.19274,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Nassal, Michelle M J; Elola, Andoni; Aramendi, Elisabete; Jaureguibeitia, Xabier; Powell, Jonathan R; Idris, Ahamed; Raya Krishnamoorthy, Banu Priya; Daya, Mohamud R; Aufderheide, Tom P; Carlson, Jestin N; Stephens, Shannon W; Panchal, Ashish R; Wang, Henry E"
32776853,Natale2021,"Natale, JoAnne E",2021,Association of Race and Ethnicity with Sedation Management in Pediatric Intensive  Care,Ann Am Thorac Soc,18,1,93-102,10.1513/AnnalsATS.201912-872OC,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Natale, JoAnne E; Asaro, Lisa A; Joseph, Jill G; Ulysse, Christine; Ascenzi, Judith; Bowens, Cindy; Wypij, David; Curley, Martha A Q"
39010134,OHalloran2024,"O'Halloran, Amanda J",2024,Early bolus epinephrine administration during pediatric cardiopulmonary  resuscitation for bradycardia with poor perfusion: an ICU-resuscitation study,Crit Care,28,1,242,10.1186/s13054-024-05018-7,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","O'Halloran, Amanda J; Reeder, Ron W; Berg, Robert A; Ahmed, Tageldin; Bell, Michael J; Bishop, Robert; Bochkoris, Matthew; Burns, Candice; Carcillo, Joseph A; Carpenter, Todd C; Dean, J Michael; Diddle, J Wesley; Federman, Myke; Fernandez, Richard; Fink, Ericka L; Franzon, Deborah; Frazier, Aisha H; Friess, Stuart H; Graham, Kathryn; Hall, Mark; Hehir, David A; Horvat, Christopher M; Huard, Leanna L; Kienzle, Martha F; Kilbaugh, Todd J; Maa, Tensing; Manga, Arushi; McQuillen, Patrick S; Meert, Kathleen L; Mourani, Peter M; Nadkarni, Vinay M; Naim, Maryam Y; Notterman, Daniel; Pollack, Murray M; Sapru, Anil; Schneiter, Carleen; Sharron, Matthew P; Srivastava, Neeraj; Tilford, Bradley; Topjian, Alexis A; Viteri, Shirley; Wessel, David; Wolfe, Heather A; Yates, Andrew R; Zuppa, Athena F; Sutton, Robert M; Morgan, Ryan W"
35807924,Pacheco2022,"Pacheco, Lorena S",2022,Changes in Biomarkers of Non-Alcoholic Fatty Liver Disease (NAFLD) upon Access to  Avocados in Hispanic/Latino Adults: Secondary Data Analysis of a Cluster  Randomized Controlled Trial,Nutrients,14,13,,10.3390/nu14132744,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Pacheco, Lorena S; Bradley, Ryan D; Anderson, Cheryl A M; Allison, Matthew A"
39515643,PedrozaTobias2025,"Pedroza-Tobias, Andrea",2025,Water First School Water Promotion and Access Intervention: A Cost Analysis  Study,J Acad Nutr Diet,125,10,1434-1442.e9,10.1016/j.jand.2024.10.022,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Pedroza-Tobias, Andrea; Cradock, Angie L; Blacker, Lauren; Ritchie, Lorrene D; Schmidt, Laura A; McCulloch, Charles E; Salomon, Joshua A; Brindis, Claire D; Cabana, Michael D; Patel, Anisha I"
31267695,Pfeiffer2019,"Pfeiffer, Karin A",2019,Effects of the Girls on the Move randomized trial on adiposity and aerobic  performance (secondary outcomes) in low-income adolescent girls,Pediatr Obes,14,11,e12559,10.1111/ijpo.12559,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Pfeiffer, Karin A; Robbins, Lorraine B; Ling, Jiying; Sharma, Dhruv B; Dalimonte-Merckling, Danielle M; Voskuil, Vicki R; Kaciroti, Niko; Resnicow, Kenneth"
31473065,Poggio2019,"Poggio, Rosana",2019,Cluster Randomized Trial for Hypertension Control: Effect on Lifestyles and Body  Weight,Am J Prev Med,57,4,438-446,10.1016/j.amepre.2019.05.011,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Poggio, Rosana; Melendi, Santiago E; Beratarrechea, Andrea; Gibbons, Luz; Mills, Katherine T; Chen, Chung-Shiuan; Nejamis, Analía; Gulayin, Pablo; Santero, Marilina; Chen, Jing; Rubinstein, Adolfo; He, Jiang; Irazola, Vilma"
38850049,Quader2024,"Quader, Zerleen S",2024,School Poverty Level Moderates the Effectiveness of a Physical Activity  Intervention,Am J Health Promot,38,8,1170-1175,10.1177/08901171241257309,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Quader, Zerleen S; Sliwa, Sarah; Haardörfer, Regine; Suglia, Shakira F; Gazmararian, Julie A"
39075590,Raghavan2024,"Raghavan, Ramesh",2024,Cost-effectiveness of train-the-trainer versus expert consultation training  models for implementing interpersonal psychotherapy in college mental health  settings: evidence from a national cluster randomized trial,Implement Sci,19,1,55,10.1186/s13012-024-01388-2,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Raghavan, Ramesh; Fitzsimmons-Craft, Ellen E; Welch, R Robinson; Jo, Booil; Proctor, Enola K; Wilson, G Terence; Agras, W Stewart; Wilfley, Denise E"
39288196,Rees2024,"Rees, Chris A",2024,Is C-reactive protein sufficient to guide antimicrobial therapy for lower  respiratory tract infections among children? Results from a stepped-wedge cluster  randomized trial in Uganda,PLoS Med,21,9,e1004467,10.1371/journal.pmed.1004467,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Rees, Chris A; Mahajan, Prashant; Bassat, Quique"
39770974,Rethorst2024,"Rethorst, Chad D",2024,"Heterogeneity in Health Outcomes in the Strong Hearts, Healthy Communities-2.0  Multilevel Intervention in a Community-Randomized Trial: An Exploratory Study of  Moderators",Nutrients,16,24,,10.3390/nu16244353,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Rethorst, Chad D; Demment, Margaret M; Ha, Seungyeon; Folta, Sara C; Graham, Meredith L; Eldridge, Galen D; Seguin-Fowler, Rebecca A"
30273708,Rhodes2018,"Rhodes, Elizabeth C",2018,Cost-effectiveness of a faith-based lifestyle intervention for diabetes  prevention among African Americans: A within-trial analysis,Diabetes Res Clin Pract,146,,85-92,10.1016/j.diabres.2018.09.016,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Rhodes, Elizabeth C; Chandrasekar, Eeshwar K; Patel, Shivani A; Narayan, K M Venkat; Joshua, Thomas V; Williams, Lovoria B; Marion, Lucy; Ali, Mohammed K"
30882562,Robbins2019,"Robbins, Lorraine B",2019,"Mediators of Physical Activity Behavior Change in the ""Girls on the Move""  Intervention",Nurs Res,68,4,257-266,10.1097/NNR.0000000000000359,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Robbins, Lorraine B; Wen, Fujun; Ling, Jiying"
32120378,Robbins2020,"Robbins, Lorraine B",2020,Moderators in a physical activity intervention for adolescent girls,Pediatr Res,88,5,810-817,10.1038/s41390-020-0818-5,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Robbins, Lorraine B; Ling, Jiying; Wen, Fujun"
32237995,Robbins2020a,"Robbins, Lorraine B",2020,Attending After-School Physical Activity Club 2 Days a Week Attenuated an  Increase in Percentage Body Fat and a Decrease in Fitness Among Adolescent Girls  at Risk for Obesity,Am J Health Promot,34,5,500-504,10.1177/0890117120915679,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Robbins, Lorraine B; Ling, Jiying; Wen, Fujun"
40904930,Rossi2025,"Rossi, Kristen",2025,Nutritional quality of foods according to the Nova food classification system  after a behavioral economics intervention in food pantries,Front Public Health,13,,1613200,10.3389/fpubh.2025.1613200,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Rossi, Kristen; Gombi Vaca, Maria F; Schwartz, Marlene B; Caspi, Caitlin"
35029869,Rudolph2022,"Rudolph, Michelle W",2022,Early Neuromuscular Blockade in Moderate-to-Severe Pediatric Acute Respiratory  Distress Syndrome,Crit Care Med,50,5,e445-e457,10.1097/CCM.0000000000005426,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Rudolph, Michelle W; Kneyber, Martin C J; Asaro, Lisa A; Cheifetz, Ira M; Wypij, David; Curley, Martha A Q"
33196806,Self2020,"Self, Wesley H",2020,Clinical Effects of Balanced Crystalloids vs Saline in Adults With Diabetic  Ketoacidosis: A Subgroup Analysis of Cluster Randomized Clinical Trials,JAMA Netw Open,3,11,e2024596,10.1001/jamanetworkopen.2020.24596,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Self, Wesley H; Evans, Christopher S; Jenkins, Cathy A; Brown, Ryan M; Casey, Jonathan D; Collins, Sean P; Coston, Taylor D; Felbinger, Matthew; Flemmons, Lisa N; Hellervik, Susan M; Lindsell, Christopher J; Liu, Dandan; McCoin, Nicole S; Niswender, Kevin D; Slovis, Corey M; Stollings, Joanna L; Wang, Li; Rice, Todd W; Semler, Matthew W"
36503155,Semere2023,"Semere, Wagahta",2023,Examining Caregiver Outcomes in the CONNECT Intervention for Patients With  Advanced Cancer,J Pain Symptom Manage,65,3,173-182,10.1016/j.jpainsymman.2022.11.025,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Semere, Wagahta; Althouse, Andrew D; Arnold, Robert; White, Douglas; Smith, Thomas J; Chu, Edward; Rosenzweig, Margaret Q; Schenker, Yael"
40519003,Shah2025,"Shah, Sachin J",2025,Identifying a Heterogeneous Effect of Atrial Fibrillation Screening in Older  Adults: A Secondary Analysis of the VITAL-AF Trial,Circ Cardiovasc Qual Outcomes,18,7,e011482,10.1161/CIRCOUTCOMES.124.011482,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Shah, Sachin J; Iyer, Jay M; Agha, Leila; Chang, Yuchiao; Ashburner, Jeffrey M; Atlas, Steven J; McManus, David D; Ellinor, Patrick T; Lubitz, Steven A; Singer, Daniel E"
35930254,Strugnell2023,"Strugnell, Claudia",2023,Four-Year Accelerometry Outcomes from a Cluster Randomized Whole of Systems Trial  of Prevention Strategies for Childhood Obesity,Child Obes,19,5,332-340,10.1089/chi.2022.0076,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Strugnell, Claudia; Crooks, Nic; Gaskin, Cadeyrn J; Becker, Denise; Orellana, Liliana; Bolton, Kristy A; Fraser, Penny; Brown, Andrew Dwight; Le, Ha; Bell, Colin; Allender, Steven"
34535524,Sutton2021,"Sutton, Kent F",2021,"Successful Trial of Practice Facilitation for Plan, Do, Study, Act Quality  Improvement",J Am Board Fam Med,34,5,991-1002,10.3122/jabfm.2021.05.210140,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Sutton, Kent F; Richman, Erica L; Rees, Jennifer R; Pugh-Nicholson, Liza L; Craft, Macie M; Peaden, Shannon H; Mackey, Monique; Halladay, Jacqueline R"
35120864,Svarstad2022,"Svarstad, Bonnie L",2022,A successful intervention to improve medication adherence in Black patients with  hypertension: Mediation analysis of 28-site TEAM trial,J Am Pharm Assoc (2003),62,3,800-808.e3,10.1016/j.japh.2022.01.002,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Svarstad, Bonnie L; Brown, Roger L; Shireman, Theresa I"
31057315,Tan2019,"Tan, Marissa",2019,"Longitudinal Changes in Allostatic Load during a Randomized Church-based,  Lifestyle Intervention in African American Women",Ethn Dis,29,2,297-308,10.18865/ed.29.2.297,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Tan, Marissa; Mamun, Abdullah; Kitzman, Heather; Dodgen, Leilani"
36669808,Thompson2023,"Thompson, Ryan R",2023,Multicomponent strategy with decentralised molecular testing for tuberculosis in  Uganda: a cost and cost-effectiveness analysis,Lancet Glob Health,11,2,e278-e286,10.1016/S2214-109X(22)00509-5,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Thompson, Ryan R; Nalugwa, Talemwa; Oyuku, Denis; Tucker, Austin; Nantale, Mariam; Nakaweesa, Annet; Musinguzi, Johnson; Reza, Tania F; Zimmer, Alexandra J; Ferguson, Olivia; Turyahabwe, Stavia; Joloba, Moses; Cattamanchi, Adithya; Katamba, Achilles; Dowdy, David W; Sohn, Hojoon"
35876325,Trivedi2022,"Trivedi, Michelle",2022,Impact of COVID-19 on childhood obesity: Data from a paediatric weight management  trial,Pediatr Obes,17,12,e12959,10.1111/ijpo.12959,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Trivedi, Michelle; Frisard, Christine; Crawford, Sybil; Bram, Jennifer; Geller, Alan C; Pbert, Lori"
32865229,Ursache2020,"Ursache, Alexandra",2020,Early Emotion Knowledge and Later Academic Achievement Among Children of Color in  Historically Disinvested Neighborhoods,Child Dev,91,6,e1249-e1266,10.1111/cdev.13432,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Ursache, Alexandra; Kiely Gouley, Kathleen; Dawson-McClure, Spring; Barajas-Gonzalez, R Gabriela; Calzada, Esther J; Goldfeld, Keith S; Brotman, Laurie M"
36996935,Vandyousefi2023,"Vandyousefi, Sarvenaz",2023,Dietary Psychosocial Mediators of Vegetable Intake in Schoolchildren From  Low-Income and Racial and Ethnic Minority US Families: Findings From the Texas  Sprouts Intervention,J Acad Nutr Diet,123,8,1187-1196.e1,10.1016/j.jand.2023.03.015,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Vandyousefi, Sarvenaz; Ranjit, Nalini; Landry, Matthew J; Jeans, Matthew; Ghaddar, Reem; Davis, Jaimie N"
30592662,Victor2019,"Victor, Ronald G",2019,Sustainability of Blood Pressure Reduction in Black Barbershops,Circulation,139,1,10-19,10.1161/CIRCULATIONAHA.118.038165,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Victor, Ronald G; Blyler, Ciantel A; Li, Ning; Lynch, Kathleen; Moy, Norma B; Rashid, Mohamad; Chang, L Cindy; Handler, Joel; Brettler, Jeffrey; Rader, Florian; Elashoff, Robert M"
31241204,Voskuil2019,"Voskuil, Vicki R",2019,Predicting physical activity among urban adolescent girls: A test of the health  promotion model,Res Nurs Health,42,5,392-409,10.1002/nur.21968,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Voskuil, Vicki R; Robbins, Lorraine B; Pierce, Steven J"
30452084,Wanigatunga2019,"Wanigatunga, Amal A",2019,Effect of Hospitalizations on Physical Activity Patterns in Mobility-Limited  Older Adults,J Am Geriatr Soc,67,2,261-268,10.1111/jgs.15631,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Wanigatunga, Amal A; Gill, Thomas M; Marsh, Anthony P; Hsu, Fang-Chi; Yaghjyan, Lusine; Woods, Adam J; Glynn, Nancy W; King, Abby C; Newton, Robert L Jr; Fielding, Roger A; Pahor, Marco; Manini, Todd M"
29313710,Watson2018,"Watson, R Scott",2018,Long-Term Outcomes after Protocolized Sedation versus Usual Care in Ventilated  Pediatric Patients,Am J Respir Crit Care Med,197,11,1457-1467,10.1164/rccm.201708-1768OC,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Watson, R Scott; Asaro, Lisa A; Hertzog, James H; Sorce, Lauren R; Kachmar, Alicia G; Dervan, Leslie A; Angus, Derek C; Wypij, David; Curley, Martha A Q"
34478693,Weerahandi2022,"Weerahandi, Himali",2022,Disease Management in Skilled Nursing Facilities Improves Outcomes for Patients  With a Primary Diagnosis of Heart Failure,J Am Med Dir Assoc,23,3,367-372,10.1016/j.jamda.2021.08.002,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Weerahandi, Himali; Chaussee, Erin L; Dodson, John A; Dolansky, Mary; Boxer, Rebecca S"
31138456,Zlatar2019,"Zlatar, Zvinka Z",2019,Changes in Moderate Intensity Physical Activity Are Associated With Better  Cognition in the Multilevel Intervention for Physical Activity in Retirement  Communities (MIPARC) Study,Am J Geriatr Psychiatry,27,10,1110-1121,10.1016/j.jagp.2019.04.011,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Zlatar, Zvinka Z; Godbole, Suneeta; Takemoto, Michelle; Crist, Katie; Sweet, Cynthia M Castro; Kerr, Jacqueline; Rosenberg, Dori E"
36322937,Abdullahi2023,"Abdullahi, Shehu U",2023,Hydroxyurea for secondary stroke prevention in children with sickle cell anemia  in Nigeria: a randomized controlled trial,Blood,141,8,825-834,10.1182/blood.2022016620,Secondary outcomes or sub-studies,"Ignore03_NHLBI exclusion document, category headings","Abdullahi, Shehu U; Sunusi, Surayya; Abba, Mohammed Sani; Sani, Saifuddeen; Inuwa, Hauwau Aminu; Gambo, Safiya; Gambo, Awwal; Musa, Bilya; Covert Greene, Brittany V; Kassim, Adetola A; Rodeghier, Mark; Hussaini, Nafiu; Ciobanu, Mariana; Aliyu, Muktar H; Jordan, Lori C; DeBaun, Michael R"
34189934,FitzsimmonsCraft2021,"Fitzsimmons-Craft, Ellen E",2021,Maintenance of Training Effects of Two Models for Implementing Evidence-Based  Psychological Treatment,Psychiatr Serv,72,12,1451-1454,10.1176/appi.ps.202000702,Secondary outcomes or sub-studies,"Ignore03_NHLBI exclusion document, category headings","Fitzsimmons-Craft, Ellen E; Bohon, Cara; Wilson, G Terence; Jo, Booil; Mondal, Sangeeta; Laing, Olivia; Welch, R Robinson; Raghavan, Ramesh; Proctor, Enola K; Agras, W Stewart; Wilfley, Denise E"
34781998,Krutsinger2021,"Krutsinger, Dustin C",2021,A systematic review and meta-analysis of enrollment into ARDS and sepsis trials  published between 2009 and 2019 in major journals,Crit Care,25,1,392,10.1186/s13054-021-03804-1,Systematic review or meta-analysis,"Ignore03_NHLBI exclusion document, category headings","Krutsinger, Dustin C; Yadav, Kuldeep N; Harhay, Michael O; Bartels, Karsten; Courtright, Katherine R"
33242455,Maria2021,"Maria, Joseph Linju",2021,Task-sharing interventions for improving control of diabetes in low-income and  middle-income countries: a systematic review and meta-analysis,Lancet Glob Health,9,2,e170-e180,10.1016/S2214-109X(20)30449-6,Systematic review or meta-analysis,"Ignore03_NHLBI exclusion document, category headings","Maria, Joseph Linju; Anand, T N; Dona, Boban; Prinu, Jose; Prabhakaran, Dorairaj; Jeemon, Panniyammakal"
30083727,Choudhry2018,"Choudhry, Niteesh K",2018,"Effect of a Remotely Delivered Tailored Multicomponent Approach to Enhance  Medication Taking for Patients With Hyperlipidemia, Hypertension, and Diabetes:  The STIC2IT Cluster Randomized Clinical Trial",JAMA Intern Med,178,9,1182-1189,10.1001/jamainternmed.2018.3189,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Choudhry, Niteesh K; Isaac, Thomas; Lauffenburger, Julie C; Gopalakrishnan, Chandrasekar; Lee, Marianne; Vachon, Amy; Iliadis, Tanya L; Hollands, Whitney; Elman, Sandra; Kraft, Jacqueline M; Naseem, Samrah; Doheny, Scott; Lee, Jessica; Barberio, Julie; Patel, Lajja; Khan, Nazleen F; Gagne, Joshua J; Jackevicius, Cynthia A; Fischer, Michael A; Solomon, Daniel H; Sequist, Thomas D"
36538309,Choudhry2022,"Choudhry, Niteesh K",2022,Effect of a Biopsychosocial Intervention or Postural Therapy on Disability and  Health Care Spending Among Patients With Acute and Subacute Spine Pain: The SPINE  CARE Randomized Clinical Trial,JAMA,328,23,2334-2344,10.1001/jama.2022.22625,Multiple trials from the same research group,"Ignore03_NHLBI exclusion document, category headings","Choudhry, Niteesh K; Fifer, Sheila; Fontanet, Constance P; Archer, Kristin R; Sears, Ellen; Bhatkhande, Gauri; Haff, Nancy; Ghazinouri, Roya; Coronado, Rogelio A; Schneider, Byron J; Butterworth, Susan W; Deogun, Harvinder; Cooper, Angelina; Hsu, Eugene; Block, Shannon; Davidson, Claudia A; Shackelford, Claude E; Goyal, Parul; Milstein, Arnold; Crum, Katherine; Scott, Jennifer; Marton, Keith; Silva, Flavio M; Obeidalla, Sarah; Robinette, Payton E; Lorenzana-DeWitt, Mario; Bair, Courtney A; Sadun, Hana J; Goldfield, Natalie; Hogewood, Luke M; Sterling, Emma K; Pickney, Cole; Koltun-Baker, Emma J; Swehla, Andrew; Ravikumar, Vishvaas; Malhotra, Sameeksha; Finney, Sabrina T; Holliday, Lynn; Moolman, Karin C; Coleman-Dockery, Shanita; Patel, Ilaben B; Angel, Federica B; Green, Jennifer K; Mitchell, Kevin; McBean, Mary R; Ghaffar, Muteeb; Ermini, Sandra R; Carr, Ana L; MacDonald, James"
